100, 703889, 1, 0, 0
200, 745236, 1, 0, 0
300, 537546, 1, 0, 0
400, 414253, 1, 0, 0
500, 607104, 1, 0, 0
600, 1344737, 1, 0, 0
700, 1009940, 1, 0, 0
800, 601848, 1, 0, 0
900, 838340, 1, 0, 0
1000, 772217, 1, 0, 0
1100, 585477, 1, 0, 0
1200, 383119, 1, 0, 0
1300, 574180, 1, 0, 0
1401, 755113, 1, 0, 0
1500, 382108, 1, 0, 0
1600, 389794, 1, 0, 0
1700, 738582, 1, 0, 0
1800, 1458580, 1, 0, 0
1900, 771891, 1, 0, 0
2000, 735978, 1, 0, 0
2100, 483522, 1, 0, 0
2200, 973216, 1, 0, 0
2300, 1642640, 1, 0, 0
2400, 417666, 1, 0, 0
2500, 798111, 1, 0, 0
2603, 508208, 1, 0, 0
2701, 558105, 1, 0, 0
2800, 398400, 1, 0, 0
2900, 213280, 1, 0, 0
3000, 526003, 1, 0, 0
3101, 369235, 1, 0, 0
3200, 415988, 1, 0, 0
3300, 717172, 1, 0, 0
3400, 616792, 1, 0, 0
3500, 599222, 1, 0, 0
3600, 488078, 1, 0, 0
3700, 350352, 1, 0, 0
3800, 340956, 1, 0, 0
3900, 433862, 1, 0, 0
4000, 484049, 1, 0, 0
4100, 1038695, 1, 0, 0
4200, 803242, 1, 0, 0
4300, 754923, 1, 0, 0
4400, 637222, 1, 0, 0
4500, 1270446, 1, 0, 0
4600, 933537, 1, 0, 0
4700, 373411, 1, 0, 0
4800, 343832, 1, 0, 0
4900, 450828, 1, 0, 0
5000, 496670, 1, 0, 0
5100, 393661, 1, 0, 0
5200, 493913, 1, 0, 0
5300, 421049, 1, 0, 0
5400, 459498, 1, 0, 0
5500, 359223, 1, 0, 0
5600, 682070, 1, 0, 0
5700, 616039, 1, 0, 0
5800, 515987, 1, 0, 0
5900, 511715, 1, 0, 0
6001, 698713, 1, 0, 0
6100, 543096, 1, 0, 0
6200, 759987, 1, 0, 0
6300, 666949, 1, 0, 0
6400, 314786, 1, 0, 0
6500, 485215, 1, 0, 0
6600, 522958, 1, 0, 0
6700, 463983, 1, 0, 0
6800, 399181, 1, 0, 0
6901, 526319, 1, 0, 0
7002, 623494, 1, 0, 0
7100, 685842, 1, 0, 0
7201, 716373, 1, 0, 0
7300, 399220, 1, 0, 0
7400, 490849, 1, 0, 0
7501, 759936, 1, 0, 0
7600, 616427, 1, 0, 0
7700, 803375, 1, 0, 0
7800, 556886, 1, 0, 0
7900, 708673, 1, 0, 0
8000, 832793, 1, 0, 0
8100, 749111, 1, 0, 0
8200, 297157, 1, 0, 0
8300, 255763, 1, 0, 0
8401, 537138, 1, 0, 0
8500, 601258, 1, 0, 0
8600, 380346, 1, 0, 0
8700, 319819, 1, 0, 0
8800, 330741, 1, 0, 0
8900, 266064, 1, 0, 0
9000, 333663, 1, 0, 0
9100, 689538, 1, 0, 0
9200, 567636, 1, 0, 0
9301, 840308, 1, 0, 0
9400, 685826, 1, 0, 0
9500, 599704, 1, 0, 0
9600, 760463, 1, 0, 0
9700, 1137923, 1, 0, 0
9800, 839009, 1, 0, 0
9900, 987958, 1, 0, 0
10000, 968051, 1, 0, 0
10102, 1026101, 1, 0, 0
10200, 472163, 1, 0, 0
10300, 584636, 1, 0, 0
10400, 459864, 1, 0, 0
10500, 866417, 1, 0, 0
10600, 747454, 1, 0, 0
10700, 784251, 1, 0, 0
10800, 473166, 1, 0, 0
10900, 496072, 1, 0, 0
11002, 426382, 1, 0, 0
11100, 333300, 1, 0, 0
11200, 302986, 1, 0, 0
11301, 726289, 1, 0, 0
11400, 797103, 1, 0, 0
11500, 541881, 1, 0, 0
11606, 319505, 1, 0, 0
11700, 801122, 1, 0, 0
11800, 601171, 1, 0, 0
11900, 391857, 1, 0, 0
12000, 649582, 1, 0, 0
12100, 565033, 1, 0, 0
12200, 382826, 1, 0, 0
12300, 382029, 1, 0, 0
12400, 349309, 1, 0, 0
12500, 315018, 1, 0, 0
12600, 351508, 1, 0, 0
12705, 323020, 1, 0, 0
12800, 538840, 1, 0, 0
12901, 767503, 1, 0, 0
13000, 889886, 1, 0, 0
13100, 416003, 1, 0, 0
13200, 697587, 1, 0, 0
13300, 632851, 1, 0, 0
13400, 427178, 1, 0, 0
13500, 363358, 1, 0, 0
13600, 362612, 1, 0, 0
13702, 647779, 1, 0, 0
13800, 1047656, 1, 0, 0
13909, 816091, 1, 0, 0
14000, 638892, 1, 0, 0
14100, 749571, 1, 0, 0
14200, 538232, 1, 0, 0
14300, 317399, 1, 0, 0
14400, 407398, 1, 0, 0
14500, 688862, 1, 0, 0
14600, 622034, 1, 0, 0
14702, 989053, 1, 0, 0
14800, 628791, 1, 0, 0
14900, 384570, 1, 0, 0
15000, 453915, 1, 0, 0
15100, 555307, 1, 0, 0
15200, 706431, 1, 0, 0
15300, 518186, 1, 0, 0
15400, 489775, 1, 0, 0
15500, 682571, 1, 0, 0
15600, 682474, 1, 0, 0
15700, 723383, 1, 0, 0
15802, 858346, 1, 0, 0
15900, 670466, 1, 0, 0
16000, 693059, 1, 0, 0
16100, 589889, 1, 0, 0
16200, 1109860, 1, 0, 0
16300, 884897, 1, 0, 0
16400, 949468, 1, 0, 0
16500, 966614, 1, 0, 0
16600, 997759, 1, 0, 0
16700, 1063193, 1, 0, 0
16800, 980003, 1, 0, 0
16900, 561863, 1, 0, 0
17002, 602649, 1, 0, 0
17100, 462003, 1, 0, 0
17200, 680007, 1, 0, 0
17300, 697761, 1, 0, 0
17400, 417433, 1, 0, 0
17500, 738621, 1, 0, 0
17602, 1265552, 1, 0, 0
17702, 1474950, 1, 0, 0
17800, 370170, 1, 0, 0
17900, 635255, 1, 0, 0
18000, 986926, 1, 0, 0
18100, 349021, 1, 0, 0
18200, 281753, 1, 0, 0
18300, 654756, 1, 0, 0
18400, 392275, 1, 0, 0
18500, 504438, 1, 0, 0
18600, 434876, 1, 0, 0
18700, 489077, 1, 0, 0
18800, 374324, 1, 0, 0
18900, 484323, 1, 0, 0
19000, 774161, 1, 0, 0
19100, 716676, 1, 0, 0
19200, 518766, 1, 0, 0
19300, 431580, 1, 0, 0
19400, 514180, 1, 0, 0
19500, 538174, 1, 0, 0
19600, 831068, 1, 0, 0
19700, 462188, 1, 0, 0
19800, 560606, 1, 0, 0
19900, 606857, 1, 0, 0
20000, 570462, 1, 0, 0
20100, 467288, 1, 0, 0
20200, 773714, 1, 0, 0
20300, 595877, 1, 0, 0
20400, 642088, 1, 0, 0
20500, 536163, 1, 0, 0
20600, 600240, 1, 0, 0
20700, 1246813, 1, 0, 0
20800, 880361, 1, 0, 0
20900, 596444, 1, 0, 0
21000, 753426, 1, 0, 0
21101, 564895, 1, 0, 0
21200, 574023, 1, 0, 0
21300, 495106, 1, 0, 0
21401, 833526, 1, 0, 0
21500, 470872, 1, 0, 0
21600, 738347, 1, 0, 0
21700, 767557, 1, 0, 0
21800, 749324, 1, 0, 0
21900, 667358, 1, 0, 0
22000, 576793, 1, 0, 0
22100, 538957, 1, 0, 0
22200, 1178853, 1, 0, 0
22300, 537839, 1, 0, 0
22400, 478513, 1, 0, 0
22500, 466148, 1, 0, 0
22600, 350269, 1, 0, 0
22700, 327649, 1, 0, 0
22800, 276161, 1, 0, 0
22900, 268021, 1, 0, 0
23004, 264315, 1, 0, 0
23100, 800278, 1, 0, 0
23200, 558818, 1, 0, 0
23306, 654673, 1, 0, 0
23400, 842490, 1, 0, 0
23500, 825781, 1, 0, 0
23600, 303110, 1, 0, 0
23700, 440954, 1, 0, 0
23800, 669053, 1, 0, 0
23900, 982068, 1, 0, 0
24000, 496990, 1, 0, 0
24100, 1712850, 1, 0, 0
24200, 445287, 1, 0, 0
24300, 509449, 1, 0, 0
24400, 514635, 1, 0, 0
24500, 807214, 1, 0, 0
24600, 544475, 1, 0, 0
24700, 552294, 1, 0, 0
24800, 1062304, 1, 0, 0
24900, 1273302, 1, 0, 0
25000, 1104100, 1, 0, 0
25100, 959435, 1, 0, 0
25200, 623981, 1, 0, 0
25300, 446575, 1, 0, 0
25400, 437154, 1, 0, 0
25500, 958351, 1, 0, 0
25600, 1480710, 1, 0, 0
25702, 682021, 1, 0, 0
25801, 599469, 1, 0, 0
25900, 734078, 1, 0, 0
26000, 962578, 1, 0, 0
26101, 459949, 1, 0, 0
26200, 440698, 1, 0, 0
26300, 873361, 1, 0, 0
26400, 505039, 1, 0, 0
26500, 789159, 1, 0, 0
26600, 719251, 1, 0, 0
26700, 467669, 1, 0, 0
26800, 294608, 1, 0, 0
26900, 471281, 1, 0, 0
27000, 925036, 1, 0, 0
27100, 680591, 1, 0, 0
27200, 492741, 1, 0, 0
27300, 1674687, 1, 0, 0
27400, 758911, 1, 0, 0
27500, 841847, 1, 0, 0
27600, 855423, 1, 0, 0
27700, 1308815, 1, 0, 0
27800, 829599, 1, 0, 0
27900, 565602, 1, 0, 0
28000, 576512, 1, 0, 0
28100, 362877, 1, 0, 0
28200, 828000, 1, 0, 0
28301, 948442, 1, 0, 0
28400, 958009, 1, 0, 0
28501, 470473, 1, 0, 0
28600, 320655, 1, 0, 0
28700, 268407, 1, 0, 0
28800, 479393, 1, 0, 0
28901, 871774, 1, 0, 0
29000, 655239, 1, 0, 0
29103, 518484, 1, 0, 0
29200, 693047, 1, 0, 0
29300, 734894, 1, 0, 0
29400, 761394, 1, 0, 0
29501, 441143, 1, 0, 0
29600, 380590, 1, 0, 0
29700, 422161, 1, 0, 0
29800, 400734, 1, 0, 0
29900, 473192, 1, 0, 0
30000, 553032, 1, 0, 0
30100, 568739, 1, 0, 0
30200, 738094, 1, 0, 0
30300, 789256, 1, 0, 0
30400, 924763, 1, 0, 0
30500, 537145, 1, 0, 0
30600, 503697, 1, 0, 0
30700, 834923, 1, 0, 0
30800, 1234030, 1, 0, 0
30900, 457572, 1, 0, 0
31000, 609025, 1, 0, 0
31100, 436611, 1, 0, 0
31200, 848941, 1, 0, 0
31300, 550302, 1, 0, 0
31400, 695987, 1, 0, 0
31500, 325164, 1, 0, 0
31600, 386743, 1, 0, 0
31700, 471747, 1, 0, 0
31800, 747700, 1, 0, 0
31900, 1062763, 1, 0, 0
32001, 728090, 1, 0, 0
32103, 1170335, 1, 0, 0
32200, 441385, 1, 0, 0
32300, 382213, 1, 0, 0
32400, 254139, 1, 0, 0
32500, 555313, 1, 0, 0
32600, 701762, 1, 0, 0
32700, 726517, 1, 0, 0
32801, 532062, 1, 0, 0
32900, 449992, 1, 0, 0
33000, 330003, 1, 0, 0
33100, 264546, 1, 0, 0
33200, 290905, 1, 0, 0
33300, 315836, 1, 0, 0
33400, 321171, 1, 0, 0
